,GTIN,Brand,Manufacturer,a,Primary Description,Regulated Product Name,No. & size (unit),Version,a,Retail,Listing,,My Rise,Overall,,Brandbank (Group),,Category,Sub-Cat.,Prod. Group,,Further Description,a,Features,Serve,a,Variental,ABV (%),Lower Age Limit,"Allergy, additive, and lifestyle advice",Safety Warnings,Packaging,Measurements (W/H/D),Ingredients,a,Portion Type,Energy in kcal,Energy in kJ,Protein,Carbs,Total Sugar,Fat,Sat Fat,Fibre,Sodium,Salt,Salt Equiv.,
,9311218119486,Lindeman's,Lindemans Wines,a,Lindeman's Bin 65 Chardonnay 750ml,Chardonnay - White Australian Wine,75cl,09/07/2015,a,7,7.49,,7%,17%,,White Wine,,Alcohol,Wine,White,,"This soft smooth Chardonnay with its delightful melon and peach flavours is one of the best-value wines available.This soft smooth Chardonnay with its delightful melon and peach flavours is one of the best-value wines available.

Internationally recognised as one of the best value-for-money wines around the world and renowned for consistency and quality. If you enjoy this style of wine you will love Bin 50 Shiraz & Bin 40 Merlot.",a,Wine of Australia,Serve chilled with a creamy chicken pasta dish. Serve chilled with a creamy chicken pasta dish.,a,Chardonnay,12.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9311218000227,Lindeman's,Treasury Wine Estates EMEA Limited,a,Lindeman's Bin 85 Pinot Grigio 750ml,Pinot Grigio - White Australian Wine,750ml,09/07/2015,a,7,7.49,,7%,17%,,White Wine,,Alcohol,Wine,White,,"White nectarine, crunchy apple and pear flavours.Wine Style: Medium bodied with citrus and pear flavours.

'Bin Series' wines are named after the traditional wine cellar where our finest wines were allocated a unique 'bin number' after each vintage to ensure consistent quality. Screwcaps are used to guarantee freshness.

Our award winning Bin Series is testament to Henry Lindeman's vision in 1843, to produce carefully crafted wines form the premium vineyards of South Eastern Australia. Bin 85 combines flavours of citrus and pear with a refreshingly crisp finish.",a,Wine of South Eastern Australia,"Enjoy with seafood or summer salads. Best served chilled. Enjoy while young and fresh.Food Match: Enjoy with seafood or summer salads.

Serving: Best served chilled. Enjoy while young and fresh.",a,White - Pinot Grigio - South Eastern Australia - Wine of Australia,10.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,299 x 76 x 76,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9311218110223,Lindemans,Treasury Wine Estates EMEA Limited,a,Lindeman's Bin 95 Sauvignon Blanc 750ml,Sauvignon Blanc - White Australian Wine,750ml,10/07/2015,a,7,7.49,,7%,17%,,White Wine,,Alcohol,Wine,White,,"Wine Style Tropical flavours with a crisp, dry finishBin Series' wines are named after the traditional wine cellar where our finest wines were allocated a unique 'bin number' after each vintage to ensure consistent quality.
Screwcaps are used to guarantee freshness.

Wine Style 
Tropical flavours with a crisp, dry finish.",a,Wine of South Eastern Australia,"Food Match Enjoy with your favourite canap�s or seafood. Serving Best served chilled. Enjoy while young and freshFood Match 
Enjoy with your favourite canap�s or seafood.

Serving 
Best served chilled. Enjoy while young and fresh.",a, -  -  - Wine of Australia. Crafted in Australia,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,299 x 74 x 74,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9311218116386,Lindemans,Treasury Wine Estate EMEA Limited,a,Lindeman's Cabernet Merlot 750ml,,750ml,02/10/2014,a,7,7.49,,7%,17%,,Red Wine,,Alcohol,Wine,Red,,"A medium bodied wine with rich fruit flavours and a well balanced finish.Cabernet  - Merlot - Red Australian Wine

A medium bodied wine with rich fruit flavours and a well balanced finish.",a,Wine of South Eastern Australia,"Enjoy with roast meats, pasta or antipasto. Serve at room temperature (14-18ﾰC).
Enjoy with roast meat, pasta or antipasto.
Best enjoyed young and fresh.",a,,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,286 x 76 x 76,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9311218003426,Lindeman's,Treasury Wine Estates EMEA Limited,a,Lindeman's Gentleman's Collection Chardonnay 750ml,Chardonnay - White Australian Wine,750ml,14/07/2016,a,7,7.49,,7%,17%,,White Wine,,Alcohol,Wine,White,,"Medium bodied, peach and nectarine with a hint of nutty oak, creamy, soft and flavoursome with balanced acidityLindeman's Gentleman's Collection.
Indeed a wine choice for the discerning gentleman.

This long held tradition continues today with this charming chardonnay, with crisp tropical fruit flavours. A toasty oak mid-palate and a dash of fortified wine for a rounded finish. A fine wine by anyone's standard.",a,Wine of South Eastern Australia,,a,White - Chardonnay - South Eastern Australia - Wine of Australia,13.9%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9311218003426,Lindeman's,Treasury Wine Estates EMEA Limited,a,Lindeman's Gentleman's Collection Chardonnay 750ml,Chardonnay - White Australian Wine,750ml,14/07/2016,a,7,7.49,,7%,17%,,White Wine,,Alcohol,Wine,White,,"Medium bodied, peach and nectarine with a hint of nutty oak, creamy, soft and flavoursome with balanced acidityLindeman's Gentleman's Collection.
Indeed a wine choice for the discerning gentleman.

This long held tradition continues today with this charming chardonnay, with crisp tropical fruit flavours. A toasty oak mid-palate and a dash of fortified wine for a rounded finish. A fine wine by anyone's standard.",a,Wine of South Eastern Australia,,a,White - Chardonnay - South Eastern Australia - Wine of Australia,13.9%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5060078181471,Lindeman's,Treasury Wine Estates Emea Limited,a,Lindeman's Private Estate Chardonnay 750ml,Chardonnay - White Australian Wine,750ml,19/06/2015,a,9,9.99,,11%,21%,,White Wine,,Alcohol,Wine,White,,"A fresh, medium bodied wine with flavours of crisp apple and pear. The mouthfeel is perfectly rounded and the finish is refreshing and cleanThis Australian Chardonnay is soft and full-bodied with tropical fruit characters such as apricots and melons.",a,Wine of South Eastern Australia,"Best served chilled. Enjoy with roast chicken or pork. Best enjoyed young and fresh Best served chilled.

Enjoy with roast chicken or pork.

Best enjoyed young and fresh.",a,Chardonnay,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,289 x 75 x 75,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5060078181495,Lindeman's,Treasury Wine Estates Emea Limited,a,Lindeman's Private Estate Shiraz Cabernet Sauvignon 750ml,Shiraz Cabernet Sauvignon - Red Australian Wine,750ml,19/06/2015,a,9,9.99,,11%,21%,,Red Wine,,Alcohol,Wine,Red,,"A smooth, medium bodied wine with generous blackcurrant and red berry flavours This Australian Shiraz Cabernet is silky smooth with raspberry and blackcurrant flavours.",a,Wine of South Eastern Australia,"Best served at room temperature 14-18ﾺC. Enjoy with spicy foods such as curries. Best enjoyed young and fresh Best served at room temperature 14-18ﾺC.

Enjoy with spicy foods such as curries.

Best enjoyed young and fresh.",a,RedGrapeBlend,13.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,288 x 75 x 75,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5060078181198,Lindeman's,Treasury Wine Estates EMEA Limited,a,Lindeman's South African Cellar Selection Merlot Cabernet Sauvignon 750ml,,75cl,02/10/2014,a,7.6,7.99,,5%,15%,,Red Wine,,Alcohol,Wine,Red,,"Soft easy drinking wine full of red fruits and a touch of spice.Merlot, Cabernet Sauvignon - Red South African Wine

Our wines from South African are approachable whilst remaining true to founder Henry Lindeman's reputation for quality.",a,,"Best served at Room Temperature 14-18ﾰC. Enjoy with pasta, chicken and red meats. Best served at Room Temperature 14-18ﾰC.
Enjoy with pasta, chicken and red meats.
Best enjoyed young and fresh.",a,"Merlot, Cabernet Sauvignon",13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5060078182850,Lindeman's,,a,Lindeman's Winemaker's Discovery Shiraz 750ml,,75cl,02/10/2014,a,5.8,6.19,,7%,17%,,Red Wine,,Alcohol,Wine,Red,,In the mouth the wine is warm with lovely black fruits and sweet spices. The oak is deeply integrated and lends a rich creamy textureto the wine,a,, ,a,Shiraz/Syrah,13.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9311218122493,Lindeman's,Treasury Wine Estates EMEA Limited,a,Lindeman's Winemakers Release Chardonnay 75cl,Chardonnay - White South Australian Wine,75cl,18/02/2015,a,7,7.49,,7%,17%,,White Wine,,Alcohol,Wine,White,,"A fresh, medium bodies wine with flavours of crisp apple and pear. The mouthfeel is perfectly rounded and the finish is refreshing and clean.",a,Wine of South Australia,Enjoy with grilled fish or white meat and all Mediterranean cuisine.,a,White - Chardonnay - South Australia - ,12%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5060078181808,Lindemans,Foster's EMEA Limited,a,Lindemans Founders Reserve Chardonnay 750ml,,750ml,02/10/2014,a,7.6,7.99,,5%,15%,,White Wine,,Alcohol,Wine,White,,"Round and fruity with soft fruity flavours of ripe melons and peaches.Chardonnay - White Australian Wine.

A round and fruity Chardonnay with soft fruity flavours of ripe melons and peaches. Delicious with seafood and chicken or as a refreshing aperitif.",a,Wine of South Eastern Australia,Delicious with seafood and chicken or as a refreshing aperitif. ,a,Chardonnay,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,303 x 74 x 74,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5060078181785,Lindemans,Foster's EMEA Limited,a,Lindemans Founders Reserve Shiraz-Cabernet Sauvignon 750ml,,750ml,02/10/2014,a,7.6,7.99,,5%,15%,,Red Wine,,Alcohol,Wine,Red,,"Bright and fruity with full berry and bramble flavours and a slight spiciness on the finish.Shiraz-Cabernet Sauvignon - Red Australian Wine.

Bright and fruity, this Shiraz Cabernet Sauvignon has full berry and bramble flavours. With a slight spiciness on the finish the wine complements spicy foods and hearty dishes such as curries or shepherds pie.",a,Wine of South Eastern Australia,The wine complements spicy foods and hearty dishes such as curries or shepherds pie. ,a,"Shiraz/Syrah, Cabernet Sauvignon",13.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,302 x 76 x 76,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9311218122479,Lindemans,Foster's EMEA,a,Lindemans Winemakers Release Shiraz Cabernet 75cl,,75cl,02/10/2014,a,7,7.49,,7%,17%,,Red Wine,,Alcohol,Wine,Red,,"Full bodied, well balanced with rich fruit flavours.",a,,Served at room temperature.,a,Red - Shiraz Cabernet -  - ,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5012454069194,Lindt,,a,Lindt Excellence 70% Cocoa Dark 100g,,100g,04/02/2013,a,1.99,2.19,,10%,20%,,Confectionery,,Food,Sweets,Luxury,,"Extra fine dark chocolate

Excellence 70% cocoa. An extra refined and delicately fragrant smooth dark chocolate which has a strong, but not too intense, cocoa flavour with subtle fruit undertones of natural vanilla.",a,"Luxuriously smooth

Deliciously intense", ,a,,,," May Contain: Milk, Almonds, Hazelnuts, Soya\Soybeans May contain traces of soya lecithin, hazelnuts, almonds and milk  ",, - ,193 x 89 x 8,"Cocoa Mass, Sugar, Cocoa Butter, Natural Bourbon Vanilla Beans, Cocoa Solids: 70% minimum",a,per 100 (ml/g),2180,520,40,24,33,28,8, -   ,0, -   , -   ,
,3046920011013,Lindt,Lindt & Spr�ngli (UK) Ltd.,a,Lindt Excellence Extra Creamy Milk 100g,Extra creamy milk chocolate,100g,12/04/2016,a,1.99,2.19,,10%,20%,,Confectionery,,Food,Sweets,Luxury,,,a,Extra fine milk chocolate, ,a,,,," Contains: Barley, Milk, Soya

May Contain: Wheat, Nuts, Sesame May contain wheat, sesame seeds and nuts  ",, - ,192 x 89 x 9,"Sugar, Cocoa Butter, Milk Powder, Cocoa Mass, Anhydrous Milk Fat, Lactose, Skimmed Milk Powder, Barley Malt Extract, Emulsifier (Soya Lecithin), Flavouring (Vanilla), Cocoa Solids: 30% min. Milk Solids: 20% min",a,per 100 (ml/g),2387,567,37,23,51,50,6, -   , -   ,0, -   ,
,3046920028370,Lindt,"Lindt & Spr�ngli (UK) Ltd,",a,Lindt Excellence Orange Intense Dark with Almonds 100g,Dark chocolate with orange and almond slivers,100g,26/05/2015,a,1.99,2.19,,10%,20%,,Confectionery,,Food,Sweets,Luxury,,"Enliven your senses with the ultimate chocolate luxury, Lindt Excellence. With this range you will discover the expertise and craftsmanship of our Master Chocolatiers in blending the most aromatic cocoa beans with the finest ingredients to create a rich and refined chocolate of intense flavour and elegant texture.

Excellence Orange Intense. A delightful contrast of exceptionally fine dark chocolate with tender pieces of orange and slivers of almond.",a,Fine dark chocolate with orange and almond slivers, ,a,,,," Contains: Milk, Almonds, Soya

May Contain: Hazelnuts   ",, - ,192 x 89 x 8,"Sugar, Cocoa Mass, Orange Preparation 7% (Orange 34%, Sugar, Apple, Pineapple Fibres, Acidity Regulator [Citric Acid], Gelling Agent (Sodium Alginate], Stabiliser [Calcium Phosphate], Flavouring), Almonds 7%, Cocoa Butter, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Flavourings, Dark Chocolate contains: Cocoa Solids: 48% min.",a,per 100 (ml/g),2193,526,32,18,49,42,7, -   , -   ,0, -   ,
,8003340090276,Lindt,Lindt & Spr�ngli (UK) Ltd.,a,Lindt Lindor Assorted 200g,"Milk, extra dark, milk with hazelnut pieces and white chocolate truffles with a smooth melting filling",200g,09/03/2016,a,4.99,5.49,,10%,20%,,Confectionery,,Food,Sweets,Luxury,,,a,"Irresistibly smooth

Assorted chocolate truffles with a smooth melting filling", ,a,,,," Contains: Barley, Milk, Hazelnuts, Soya

May Contain: Almonds   ",, - ,157 x 105 x 62,"Sugar, Vegetable Fats (Coconut, Palm Kernel), Cocoa Butter, Cocoa Mass, Whole Milk Powder, Lactose, Skimmed Milk Powder, Anhydrous Milk Fat, Hazelnuts, Emulsifier (Soya Lecithin), Barley Malt Extract, Flavourings, Vanilla, Milk Chocolate contains - Cocoa Solids: 31% minimum, Milk Solids: 20% minimum, Extra Dark Chocolate contains - Cocoa Solids: 60% minimum",a,per 100 (ml/g),2620,631,49,36,41,39,5, -   , -   ,0, -   ,
,3046920021005,Lindt,Lindt & Spr�ngli (UK) Ltd,a,Lindt Lindor Irresistibly Smooth Milk 100g,Milk chocolate with a smooth melting filling,100g,21/12/2015,a,1.99,2.19,,10%,20%,,Confectionery,,Food,Sweets,Luxury,,,a,, ,a,,,," Contains: Barley, Milk, Soya

May Contain: Wheat, Nuts   ",, - ,158 x 76 x 10,"Sugar, Vegetable Fat (Coconut), Cocoa Butter, Whole Milk Powder, Cocoa Mass, Lactose, Skim Milk Powder, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Barley Malt Extract, Flavourings, Milk Chocolate contains: Cocoa Solids: 30% min., Milk Solids: 20% min.",a,per 100 (ml/g),2531,605,45,31,45,44,5, -   , -   ,0, -   ,
,8003340091136,Lindt,Lindt & Spr�ngli (UK) Ltd.,a,Lindt Lindor Irresistibly Smooth Milk 50g,Milk chocolate truffles with a smooth melting filling,50g,25/02/2015,a,1.29,1.35,,5%,15%,,Confectionery,,Food,Sweets,Luxury,,,a,, ,a,,,," Contains: Barley, Milk, Soya

May Contain: Almonds, Hazelnuts   ",, - ,106 x 77 x 40,"Sugar, Vegetable Fats (Coconut, Palm Kernel), Cocoa Butter, Cocoa Mass, Whole Milk Powder, Skimmed Milk Powder, Lactose, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Barley Malt Extract, Flavourings, Vanilla, Milk Chocolate contains - Cocoa Solids: 31% minimum, Milk Solids: 20% minimum",a,per 100 (ml/g),2589,623,47,35,44,43,5, -   , -   ,0, -   ,
,8003340090535,Lindt,Lindt & Spr�ngli (UK) Ltd.,a,Lindt Lindor Milk 200g,Milk chocolate truffles with a smooth melting filling,200g,09/03/2016,a,4.99,5.49,,10%,20%,,Confectionery,,Food,Sweets,Luxury,,,a,Irresistibly smooth, ,a,,,," Contains: Barley, Milk, Soya

May Contain: Almonds, Hazelnuts   ",, - ,156 x 103 x 61,"Sugar, Vegetable Fat (Coconut, Palm Kernel), Cocoa Butter, Cocoa Mass, Whole Milk Powder, Skimmed Milk Powder, Lactose, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Barley Malt Extract, Flavourings, Milk Chocolate contains - Cocoa Solids: 31% minimum, Milk Solids: 20% minimum",a,per 100 (ml/g),2587,623,47,35,44,43,5, -   , -   ,0, -   ,
,8003340091464,Lindt,Lindt & Spr�ngli (UK) Ltd.,a,Lindt Lindor Milk 337g,Milk chocolate truffles with a smooth melting filling,337g,20/02/2015,a,7.99,8.49,,6%,16%,,Confectionery,,Food,Sweets,Luxury,,,a,Irresistibly smooth, ,a,,,," Contains: Barley, Milk, Soya

May Contain: Almonds, Hazelnuts   ",, - ,206 x 137 x 74,"Sugar, Vegetable Fats (Coconut, Palm Kernel), Cocoa Butter, Cocoa Mass, Whole Milk Powder, Skimmed Milk Powder, Lactose, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Barley Malt Extract, Flavourings, Vanilla, Milk Chocolate contains - Cocoa solids: 31% minimum, Milk solids: 20% minimum",a,per 100 (ml/g),2574,620,48,34,43,40,5, -   , -   ,0, -   ,
,5054267000391,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Caribbean Crush 1L,Sparkling Tropical Fruit & Coconut Flavour Glucose Drink,1l,16/12/2015,a,1.69,1.8,,7%,17%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Glucose. It's for that moment. When you need it most. When the energy and the good times flow. Whatever you do, do it with energy.
A bigger bottle. So you can split the energy between friends.",a,," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold.",a,,,Advisory 3 Years,    ,It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",297 x 81 x 81,"Carbonated Water, Glucose Fructose Syrup (19%), Acid (Citric Acid), Fruit Juices from Concentrate (1.8%) (Pineapple, Passion Fruit, Mango), Flavourings, Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Caffeine, Stabilisers (Acacia Gum, Glycerol of Wood Rosins), Colour (Beta-Carotene)",a,per 100 (ml/g),241,57, -   , -   ,14,14, <0.1 , -   , -   , -   , -   ,
,5054267001138,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Caribbean Crush 500ml,Sparkling tropical fruit & coconut flavour glucose drink,500ml,14/10/2014,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Glucose. It's for that moment. When you need it most. When the energy and the good times flow. Whatever you do, do it with energy.",a,Powered by glucose," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold",a,,,Advisory 3 Years,    ,It's not for replacing the fluids your body loses from an upset stomach. And it's not suitable for children under 3 years.,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",227 x 66 x 66,"Carbonated Water, Glucose Fructose Syrup (19%), Acid (Citric Acid), Fruit Juices from Concentrate (1.8%) (Pineapple, Passion Fruit, Mango), Flavourings, Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Caffeine , Stabilisers (Acacia Gum, Glycerol Esters of Wood Rosins), Colour (Beta-Carotene)",a,per 100 (ml/g),241,57, -   , -   ,14,14, <0.1 , -   , -   , -   , -   ,
,5054267000667,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Cherry 500ml,Sparkling Cherry Flavour Glucose Drink,500ml,12/12/2014,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Glucose. It's for that moment. When you need it most. When the energy and the good times flow. Whatever you do, do it with energy.",a,Powered by glucose," Lucozade Energy is best when you're active, eating properly and staying healthy.
It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.

Enjoy it cold.",a,,,Advisory 3 Years,    ,,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Glucose Fructose Syrup (21%), Cherry Juice from Concentrate (2%), Acid (Citric Acid), Extracts of (Black Carrot, Blackcurrant), Preservative (Potassium Sorbate), Caffeine, Flavourings, Antioxidant (Ascorbic Acid)",a,per 100 (ml/g),259,61, -   , -   ,15,12, <0.1 , -   , -   , <0.01 , -   ,
,5054267000810,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Cloudy Lemonade 1L,Reduced sugars sparkling cloudy lemon glucose drink with sugars and sweeteners,1l,04/09/2014,a,1.69,1.8,,7%,17%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Brace yourself, this one's got zest.
It's a little lemony lift to brighten your day with only half the sugars.

Great Taste Half the Sugar*
*50% less sugars than regular soft drinks. This product is formulated to deliver glucose. It does not contain added sucrose.",a,"Powered by glucose

Reduced sugar

Great taste half the sugar", Enjoy it cold.,a,,,Advisory 3 Years,    ,"Lucozade Energy is best when you're active, eating properly and staying healthy.
It's not for replacing the fluids your body loses from an upset stomach. And it's not suitable for children under 3 years.","Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",205 x 61 x 61,"Carbonated Water, Glucose Syrup (10%), Comminuted Lemon (5%), Acid (Citric Acid), Flavourings, Sweeteners (Acesulfame-K, Sucralose), Preservative (Potassium Sorbate), Caffeine",a,per 100 (ml/g),143,34, -   , -   ,8,4, <0.1 , <0.1 , -   ,0, -   ,
,5054267000322,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Melonade 1L,Sparkling melon and lime flavour glucose drink with tropical fruit juices,1l,30/10/2014,a,1.69,1.8,,7%,17%,,Carbonated Drinks,,Soft Drinks,Isotonic,All,,"Sparkling melon and lime flavour glucose drink with tropical fruit juices

Powered by Glucose
Glucose. It's for that moment.
When you need it most. When the energy and the goodtimes flow.
Whatever you do, do it with energy.
A bigger bottle. So you can split the energy between friends.",a,," Lucozade Energy is best when you're active, eating properly and staying healthy.
It's not for replacing the fluids lost from an upset stomach.
And it's not suitable for children under 3 years.

Enjoy it cold.",a,,,Advisory 3 Years,    ,,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Glucose Fructose Syrup (21%), Fruit Juices from Concentrate (3%) (Pineapple (2%), Mango (0.5%), Passion Fruit (0.5%)), Citric Acid, Stabilisers (Acacia Gum, Glycerol Esters of Wood Rosins), Flavouring, Antioxidant (Ascorbic Acid), Preservative (Potassium Sorbate), Caffeine, Colour (Beta-Carotene)",a,per 100 (ml/g),263,62, Nil , Nil ,15,12, Trace , Nil , Trace , -   , -   ,
,5054267000285,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Orange 1L,Sparkling Orange Glucose Drink,1l,24/04/2015,a,1.69,1.8,,7%,17%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Glucose. It's for that moment. When you need it most. When the energy and the good times flow. Whatever you do, do it with energy.",a,," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold.",a,,,Advisory 3 Years,    ,It's not for replacing the fluids your body loses from an upset stomach. And it's not suitable for children under 3 years., - ,0 x 0 x 0,"Carbonated Water, Glucose Fructose Syrup (21%), Orange Juice from Concentrate (5%), Acid (Citric Acid), Preservative (Potassium Sorbate), Stabiliser (Acacia Gum), Caffeine, Antioxidant (Ascorbic Acid), Flavourings, Colour (Beta Carotene)",a,per 100 (ml/g),264,62, -   , -   ,15,12, <0.1 , -   , -   , <0.01 , -   ,
,5054267000216,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Orange 500ml,Sparkling Orange Glucose Drink,500ml,05/08/2015,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Glucose. It's for that moment. When you need it most. When the energy and the good times flow. Whatever you do, do it with energy.",a,Powered by glucose," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold.",a,,,Advisory 3 Years,    ,It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",228 x 66 x 66,"Carbonated Water, Glucose Fructose Syrup (21%), Orange Juice from Concentrate (5%), Acid (Citric Acid), Preservative (Potassium Sorbate), Stabiliser (Acacia Gum), Caffeine, Antioxidant (Ascorbic Acid), Flavourings, Colour (Beta Carotene)",a,per 100 (ml/g),264,62, -   , -   ,15,12, <0.1 , -   , -   , <0.01 , -   ,
,5054267000407,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Pink Lemonade 1L,Sparkling Lemon and Red Berry Flavour Glucose Drink,1l,16/12/2015,a,1.69,1.8,,7%,17%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Glucose. It's for that moment. When you need it most. When the energy and the good times flow. Whatever you do, do it with energy.
A bigger bottle. So you can split the energy between friends.",a,," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold.",a,,,Advisory 3 Years,    ,It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",295 x 81 x 81,"Carbonated Water, Glucose Fructose Syrup (19%), Acid (Citric Acid), Fruit Juices from Concentrate (2%) (Lemon, Cranberry, Raspberry), Flavourings, Preservative (Potassium Sorbate), Caffeine, Extracts of Black Carrot, Stabilisers (Locust Bean Gum, Acacia Gum, Glycerol Esters of Wood Rosins)",a,per 100 (ml/g),243,57, -   , -   ,14,14, <0.1 , -   , -   , -   , -   ,
